Year,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,D.C.,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1956,0.22399999999999998,3.071,1.704,1.053,13.713,1.625,2.316,0.408,4.047,3.701,0.5589999999999999,0.628,9.53,4.458,2.7030000000000003,2.119,2.898,3.032,0.938,2.8110000000000004,4.891,7.4670000000000005,3.24,2.086,4.163,0.6559999999999999,1.3969999999999998,0.25,0.25,5.615,5.615,16.112000000000002,4.309,0.613,9.207,2.273,1.6980000000000002,10.972000000000001,0.84,2.229,0.67,3.415,8.83,0.759,0.809,0.377,3.722,2.668,1.857,3.742,0.312
1957,0.231,3.109,1.733,1.125,14.264000000000001,1.6640000000000001,2.359,0.426,4.372,3.766,0.584,0.642,9.668,4.529,2.716,2.128,2.928,3.115,0.943,2.873,4.928999999999999,7.569,3.2739999999999996,2.088,4.189,0.667,1.3940000000000001,0.26,0.26,5.737,5.737,16.374000000000002,4.368,0.612,9.41,2.282,1.712,10.954,0.851,2.274,0.6659999999999999,3.4339999999999997,9.07,0.763,0.826,0.376,3.844,2.7239999999999998,1.8430000000000002,3.7910000000000004,0.314
1958,0.22399999999999998,3.1630000000000003,1.726,1.193,14.88,1.6669999999999998,2.4459999999999997,0.433,4.63,3.804,0.605,0.6459999999999999,9.886000000000001,4.583,2.708,2.142,2.9610000000000003,3.155,0.9440000000000001,2.9819999999999998,5.01,7.667000000000001,3.313,2.086,4.186,0.6659999999999999,1.383,0.26899999999999996,0.26899999999999996,5.89,5.89,16.601,4.376,0.606,9.599,2.267,1.7180000000000002,11.058,0.858,2.3040000000000003,0.6559999999999999,3.471,9.252,0.757,0.845,0.38,3.9139999999999997,2.773,1.845,3.843,0.315
1959,0.22399999999999998,3.2039999999999997,1.756,1.261,15.467,1.71,2.523,0.441,4.808,3.8680000000000003,0.622,0.657,9.986,4.613,2.7289999999999996,2.16,2.9989999999999997,3.208,0.9570000000000001,3.0660000000000003,5.117,7.767,3.366,2.138,4.258,0.669,1.3969999999999998,0.27899999999999997,0.27899999999999997,6.015,6.015,16.685,4.458,0.618,9.671,2.289,1.746,11.234000000000002,0.857,2.3480000000000003,0.667,3.522,9.405,0.7609999999999999,0.87,0.387,3.951,2.821,1.855,3.891,0.32
1960,0.22899999999999998,3.2739999999999996,1.7890000000000001,1.321,15.87,1.7690000000000001,2.544,0.449,5.004,3.9560000000000004,0.642,0.6709999999999999,10.086,4.6739999999999995,2.7560000000000002,2.1830000000000003,3.0410000000000004,3.26,0.975,3.113,5.16,7.834,3.425,2.182,4.3260000000000005,0.679,1.4169999999999998,0.29100000000000004,0.29100000000000004,6.103,6.103,16.838,4.573,0.634,9.734,2.336,1.7719999999999998,11.329,0.855,2.392,0.6829999999999999,3.575,9.624,0.765,0.9,0.389,3.986,2.855,1.8530000000000002,3.9619999999999997,0.331
1961,0.23800000000000002,3.3160000000000003,1.806,1.4069999999999998,16.497,1.844,2.5860000000000003,0.461,5.242999999999999,4.015,0.659,0.684,10.13,4.73,2.7560000000000002,2.215,3.054,3.287,0.995,3.176,5.218999999999999,7.893,3.47,2.206,4.349,0.696,1.446,0.315,0.315,6.265,6.265,17.061,4.663,0.6409999999999999,9.854,2.38,1.787,11.392000000000001,0.858,2.4090000000000003,0.693,3.622,9.82,0.778,0.9359999999999999,0.39,4.095,2.8819999999999997,1.828,4.0089999999999995,0.337
1962,0.24600000000000002,3.323,1.8530000000000002,1.4709999999999999,17.072,1.899,2.647,0.469,5.457999999999999,4.086,0.684,0.6920000000000001,10.28,4.736000000000001,2.75,2.231,3.0789999999999997,3.345,0.9940000000000001,3.263,5.263,7.933,3.513,2.2430000000000003,4.357,0.698,1.464,0.35200000000000004,0.35200000000000004,6.376,6.376,17.301,4.707,0.637,9.929,2.427,1.818,11.355,0.871,2.423,0.705,3.673,10.052999999999999,0.7879999999999999,0.958,0.39299999999999996,4.18,2.9419999999999997,1.8090000000000002,4.0489999999999995,0.33299999999999996
1963,0.256,3.358,1.875,1.521,17.668,1.936,2.727,0.483,5.627999999999999,4.172,0.682,0.6829999999999999,10.402000000000001,4.7989999999999995,2.747,2.217,3.096,3.377,0.993,3.386,5.343999999999999,8.058,3.531,2.244,4.3919999999999995,0.703,1.476,0.397,0.397,6.531000000000001,6.531000000000001,17.461,4.742,0.644,9.986,2.439,1.8530000000000002,11.424000000000001,0.8759999999999999,2.46,0.708,3.718,10.158999999999999,0.7979999999999999,0.9740000000000001,0.397,4.276,2.955,1.796,4.112,0.336
1964,0.263,3.395,1.8969999999999998,1.556,18.151,1.97,2.798,0.49700000000000005,5.781000000000001,4.258,0.7,0.68,10.58,4.856,2.7460000000000004,2.209,3.1289999999999996,3.446,0.993,3.492,5.4479999999999995,8.187000000000001,3.5580000000000003,2.241,4.442,0.706,1.482,0.426,0.426,6.66,6.66,17.589000000000002,4.802,0.649,10.08,2.4459999999999997,1.8880000000000001,11.519,0.885,2.475,0.701,3.7710000000000004,10.27,0.7979999999999999,0.978,0.39899999999999997,4.357,2.9610000000000003,1.797,4.165,0.33899999999999997
1965,0.271,3.443,1.8940000000000001,1.584,18.585,1.985,2.8569999999999998,0.507,5.954,4.332,0.7040000000000001,0.6859999999999999,10.693,4.922,2.742,2.206,3.14,3.4960000000000004,0.997,3.6,5.502000000000001,8.357000000000001,3.592,2.246,4.467,0.706,1.4709999999999999,0.444,0.444,6.767,6.767,17.734,4.863,0.649,10.201,2.44,1.9369999999999998,11.62,0.893,2.494,0.6920000000000001,3.798,10.378,0.797,0.9940000000000001,0.40399999999999997,4.4110000000000005,2.967,1.786,4.232,0.332
1966,0.271,3.464,1.899,1.614,18.858,2.0069999999999997,2.903,0.516,6.104,4.379,0.71,0.6890000000000001,10.835999999999999,4.999,2.762,2.2,3.147,3.55,0.9990000000000001,3.695,5.535,8.512,3.617,2.245,4.523,0.7070000000000001,1.456,0.446,0.446,6.851,6.851,17.843,4.896,0.647,10.33,2.454,1.969,11.664000000000001,0.899,2.52,0.6829999999999999,3.822,10.492,0.7909999999999999,1.0090000000000001,0.413,4.456,3.057,1.775,4.274,0.32299999999999995
1967,0.278,3.458,1.901,1.646,19.176,2.053,2.935,0.525,6.242000000000001,4.408,0.723,0.688,10.947000000000001,5.053,2.793,2.197,3.1719999999999997,3.5810000000000004,1.004,3.7569999999999997,5.593999999999999,8.63,3.659,2.228,4.539,0.701,1.4569999999999999,0.449,0.449,6.928,6.928,17.935,4.952,0.626,10.414000000000001,2.489,1.979,11.681,0.909,2.533,0.6709999999999999,3.859,10.599,0.7909999999999999,1.0190000000000001,0.423,4.508,3.174,1.7690000000000001,4.303,0.322
1968,0.285,3.446,1.902,1.682,19.394000000000002,2.12,2.964,0.534,6.433,4.482,0.7340000000000001,0.695,10.995,5.093,2.803,2.2159999999999997,3.195,3.603,0.9940000000000001,3.815,5.617999999999999,8.696,3.7030000000000003,2.219,4.5680000000000005,0.7,1.4669999999999999,0.46399999999999997,0.46399999999999997,7.005,7.005,18.051,5.004,0.621,10.515999999999998,2.503,2.004,11.741,0.922,2.559,0.669,3.878,10.819,0.778,1.0290000000000001,0.43,4.558,3.27,1.7630000000000001,4.345,0.324
1969,0.29600000000000004,3.44,1.913,1.7369999999999999,19.711,2.166,3.0,0.54,6.641,4.551,0.75,0.7070000000000001,11.039000000000001,5.143,2.805,2.2359999999999998,3.198,3.6189999999999998,0.992,3.8680000000000003,5.65,8.781,3.758,2.22,4.64,0.6940000000000001,1.474,0.48,0.48,7.095,7.095,18.105,5.031000000000001,0.621,10.562999999999999,2.535,2.062,11.741,0.932,2.57,0.6679999999999999,3.897,11.045,0.762,1.047,0.43700000000000006,4.614,3.343,1.746,4.378,0.32899999999999996
1970,0.302583,3.444354,1.923322,1.7753990000000002,19.971069,2.209596,3.0322169999999997,0.548104,6.791417999999999,4.58793,0.769913,0.713015,11.110285000000001,5.195392,2.825368,2.249071,3.220711,3.644637,0.9937219999999999,3.923897,5.68917,8.881825999999998,3.806103,2.2169939999999997,4.6776230000000005,0.6944089999999999,1.4853329999999998,0.4887380000000001,0.4887380000000001,7.171111999999999,7.171111999999999,18.241391,5.084411,0.6177919999999999,10.657423,2.559463,2.091533,11.800766,0.949723,2.590713,0.666257,3.926018,11.198655,0.756668,1.059273,0.444732,4.651448,3.413244,1.7442369999999998,4.417821,0.332416
1971,0.31551,3.4970759999999994,1.9723119999999998,1.895814,20.345939,2.3035240000000003,3.060938,0.5647080000000001,7.158303999999999,4.71155,0.8016439999999999,0.738753,11.202397,5.253396,2.851705,2.2466,3.298053,3.710487,1.01539,4.018324,5.73758,8.974186,3.853486,2.265432,4.725764,0.7108140000000001,1.504604,0.520018,0.520018,7.281106999999999,7.281106999999999,18.357982,5.203531,0.62676,10.734817999999999,2.618601,2.151022,11.8864,0.963107,2.6622689999999998,0.671297,4.0136080000000005,11.509848,0.749781,1.101192,0.4543180000000001,4.750838,3.447553,1.770657,4.462155,0.340285
1972,0.324464,3.5394,2.018638,2.0082910000000003,20.585469,2.4046190000000003,3.068699,0.572913,7.511463000000001,4.8094899999999985,0.8283309999999999,0.7632369999999999,11.251947999999999,5.302435,2.8602870000000005,2.256375,3.335728,3.761646,1.034292,4.073499,5.7603019999999985,9.028944000000001,3.869747,2.3071170000000003,4.758780000000001,0.7187319999999999,1.519013,0.5467890000000001,0.5467890000000001,7.335042,7.335042,18.3394,5.30115,0.631119,10.746993,2.658646,2.1972970000000003,11.908233,0.97479,2.7191970000000003,0.6772339999999999,4.0946110000000004,11.759148,0.7422410000000002,1.135449,0.463143,4.824472,3.4478850000000003,1.797648,4.5024120000000005,0.34734499999999996
1973,0.33054300000000003,3.5797800000000004,2.059256,2.124438,20.868728,2.495868,3.0678140000000003,0.577759,7.913696000000001,4.910374,0.8515950000000001,0.7820739999999999,11.251367,5.338276999999999,2.863715,2.265603,3.371024,3.788375,1.045655,4.097974,5.781172,9.077956,3.889332000000001,2.349546,4.7826450000000005,0.7267979999999999,1.529567,0.568991,0.568991,7.333083,7.333083,18.177063,5.3898519999999985,0.632675,10.767314,2.6959309999999994,2.2419320000000003,11.890527,0.975738,2.776605,0.6787150000000001,4.147401,12.019542999999999,0.731488,1.17004,0.46843,4.9012920000000015,3.4787820000000003,1.8063599999999997,4.524244,0.354061
1974,0.3410630000000001,3.626499,2.101403,2.223196,21.173865000000006,2.5414060000000003,3.074047,0.581418,8.298761999999998,4.9994190000000005,0.867978,0.80799,11.262145,5.361890000000002,2.8675300000000004,2.269499,3.416315,3.820109,1.05904,4.118815000000001,5.773548000000001,9.117507000000002,3.903925,2.378268,4.79593,0.7364189999999999,1.539191,0.5968220000000001,0.5968220000000001,7.332411,7.332411,18.049775,5.470911,0.634559,10.765758999999996,2.734768,2.285013,11.870883999999998,0.950615,2.844749,0.679585,4.213508999999999,12.268629,0.717947,1.2004709999999998,0.47300200000000003,4.971069000000001,3.549946,1.815447,4.545782,0.365501
1975,0.37617,3.678814000000001,2.159526,2.284847,21.537849,2.586192,3.0825,0.586589,8.518422,5.064075,0.8861600000000001,0.831982,11.291742999999999,5.365766000000001,2.880847,2.280578,3.467769,3.886104,1.0719949999999998,4.1390959999999986,5.757756,9.117668,3.932515,2.399449,4.808308,0.7482080000000001,1.5431170000000003,0.6199720000000001,0.6199720000000001,7.337764999999999,7.337764999999999,18.003485,5.547187999999999,0.638886,10.770425,2.774683,2.329661,11.906095,0.942788,2.902028,0.6810419999999999,4.275566,12.568843,0.7068710000000001,1.23603,0.479713,5.047395000000002,3.621339,1.84225,4.5789860000000004,0.381695
1976,0.400969,3.7351389999999998,2.170161,2.3461570000000003,21.935909,2.632306,3.083335,0.590166,8.667378999999999,5.132812,0.904191,0.8569829999999999,11.342853000000002,5.389088000000001,2.9030820000000004,2.3010010000000003,3.529257,3.9506050000000004,1.0884120000000002,4.150539000000001,5.743671999999999,9.129205,3.9646800000000004,2.4297560000000002,4.839029,0.757317,1.5509110000000002,0.6469750000000001,0.6469750000000001,7.339745,7.339745,17.940541,5.607964,0.6457970000000001,10.752661999999999,2.8268150000000003,2.3782620000000003,11.897378,0.946089,2.943657,0.68639,4.346928,12.904089,0.692295,1.274928,0.4849280000000001,5.121862999999999,3.69361,1.879503,4.595904000000001,0.396952
1977,0.403436,3.780403,2.2090099999999997,2.4251970000000003,22.352396,2.69614,3.085722,0.591829,8.856183000000003,5.219697,0.918259,0.8834690000000001,11.386316,5.425638000000001,2.913573,2.320647,3.573693,4.0144589999999996,1.1035780000000002,4.169594999999999,5.738199000000002,9.17111,3.989364,2.4592009999999997,4.863173000000001,0.769953,1.556842,0.6783330000000001,0.6783330000000001,7.337169,7.337169,17.812602,5.685607,0.6497689999999999,10.771394,2.8700140000000003,2.446673,11.893591,0.9502299999999999,2.991681,0.68848,4.422921,13.19305,0.6772279999999999,1.3195120000000002,0.49193100000000006,5.193112,3.77605,1.908088,4.626514,0.4133540000000001
1978,0.404766,3.831836,2.243127,2.5153160000000003,22.835958,2.7667479999999998,3.091627,0.594776,9.102032000000001,5.295751,0.931584,0.91069,11.412561000000002,5.470214,2.9180690000000005,2.3356570000000003,3.609976,4.0685790000000015,1.113566,4.183603,5.7364690000000005,9.217761,4.015341,2.4878160000000005,4.889399,0.782317,1.563884,0.7194360000000001,0.7194360000000001,7.350803999999999,7.350803999999999,17.680589,5.759491999999999,0.6513009999999999,10.795581,2.917336,2.518298,11.879396,0.951816,3.044364,0.6885800000000001,4.486314,13.500429,0.6650520000000001,1.36751,0.498109,5.2702399999999985,3.8890730000000002,1.923395,4.646108,0.43288000000000004
1979,0.402753,3.866248,2.2713330000000003,2.635571,23.25688,2.8492340000000005,3.095917,0.5949840000000001,9.426159,5.401383999999999,0.953306,0.9326270000000001,11.396837,5.501174,2.915739,2.350906,3.641804,4.137665,1.1225630000000002,4.19116,5.738404,9.266268,4.0503160000000005,2.507069,4.9124300000000005,0.7873049999999999,1.567344,0.7653669999999999,0.7653669999999999,7.366511999999998,7.366511999999998,17.583838,5.823491000000001,0.6528959999999999,10.798297999999999,2.97531,2.588012,11.887975,0.950382,3.0902670000000003,0.688335,4.560473,13.888371,0.6500159999999999,1.420238,0.5053719999999999,5.307945,4.017632,1.942146,4.682811,0.4543780000000001
1980,0.40531500000000004,3.900368,2.288738,2.7377740000000004,23.8008,2.908803,3.1131740000000003,0.594919,9.839835,5.486174,0.96771,0.947983,11.434702,5.490721,2.914018,2.369039,3.664221,4.223101,1.12686,4.227643,5.7460749999999985,9.255553,4.0850170000000015,2.5253419999999998,4.9219659999999985,0.7887519999999999,1.572296,0.810215,0.810215,7.37633,7.37633,17.566754,5.89898,0.6543800000000001,10.80065,3.0407580000000003,2.641218,11.868305,0.948773,3.134502,0.6908510000000001,4.600251999999999,14.338207999999998,0.638284,1.472595,0.512524,5.368334,4.154678,1.9513490000000002,4.712045,0.474185
1981,0.418491,3.918531,2.293201,2.810107,24.285933,2.977898,3.128836,0.595975,10.192774,5.568345,0.978195,0.9622040000000001,11.443458,5.480435000000001,2.907983,2.384849,3.670394,4.283303,1.1330330000000002,4.2619050000000005,5.7686850000000005,9.209287,4.111728,2.539036,4.932064,0.7953279999999999,1.578515,0.8476549999999999,0.8476549999999999,7.4074719999999985,7.4074719999999985,17.567733999999998,5.956653,0.659505,10.78833,3.0961640000000004,2.667982,11.858567,0.9530129999999999,3.179255,0.689584,4.6276579999999985,14.746317999999999,0.636893,1.515471,0.515594,5.444097,4.235731,1.9541240000000002,4.726343,0.491712
1982,0.44960600000000006,3.925266,2.294257,2.8898610000000002,24.820009,3.0615639999999997,3.1390130000000003,0.5991479999999999,10.471407000000001,5.649792,0.9937799999999999,0.973721,11.423411999999999,5.467922,2.888189,2.401202,3.683445,4.352608,1.136684,4.2829229999999985,5.771222,9.115198,4.13145,2.556777,4.929451,0.8039860000000001,1.58178,0.8815369999999999,0.8815369999999999,7.430968000000001,7.430968000000001,17.589738,6.019101,0.668972,10.757087,3.206123,2.664922,11.845146000000002,0.9541700000000001,3.207614,0.690597,4.646041,15.331415000000002,0.634174,1.5583139999999998,0.519109,5.492783,4.276552,1.949604,4.72887,0.5064
1983,0.488417,3.9341019999999998,2.305761,2.968925,25.360026,3.13363,3.162354,0.6054579999999999,10.749851,5.72825,1.012717,0.981869,11.408818000000002,5.450394999999999,2.870543,2.415531,3.694484000000001,4.395316,1.144772,4.313326999999999,5.799407,9.047754,4.141456,2.567717,4.943733,0.8140310000000001,1.584293,0.901977,0.901977,7.467785000000001,7.467785000000001,17.686905,6.077056,0.676688,10.737632000000001,3.290402,2.653066,11.837723,0.956382,3.234066,0.6930080000000001,4.659749,15.751676000000002,0.632433,1.594943,0.523302,5.564657,4.300266000000001,1.945061,4.721438,0.5103449999999999
1984,0.513702,3.9518199999999997,2.319768,3.0671350000000004,25.844393,3.1699919999999997,3.1800140000000003,0.6115649999999999,11.039924999999998,5.8349540000000015,1.027922,0.990839,11.412132000000001,5.458321999999999,2.858618,2.4240860000000004,3.695453,4.400477,1.155635,4.365243,5.840773,9.049452,4.157706,2.578051,4.975278,0.8209049999999999,1.588639,0.9249219999999999,0.9249219999999999,7.515473000000001,7.515473000000001,17.745683999999994,6.164006,0.6804969999999999,10.737746,3.285533,2.666588,11.815172,0.961894,3.271868,0.6972489999999999,4.686737,16.007085999999997,0.633382,1.6223420000000002,0.52666,5.64387,4.343656,1.927697,4.735563,0.504896
1985,0.5324949999999999,3.9725230000000002,2.3270459999999997,3.183538,26.441109,3.208723,3.201131,0.6182799999999999,11.351118,5.962661,1.039698,0.994051,11.399806,5.459210999999999,2.8296840000000003,2.4274050000000003,3.694826,4.408117999999999,1.1629360000000002,4.413071,5.880733,9.076293,4.184302,2.588102,5.000268,0.82232,1.5846639999999999,0.95103,0.95103,7.565528,7.565528,17.791672,6.253954,0.67698,10.734926000000002,3.271332,2.672652,11.770862,0.9689549999999999,3.3032090000000003,0.6984020000000001,4.715296,16.272734,0.634549,1.6429099999999999,0.5300349999999999,5.715153,4.400098000000001,1.906831,4.747767,0.499695
1986,0.544268,3.9915690000000006,2.331984,3.3082620000000005,27.102237,3.23745,3.2237400000000003,0.627559,11.667504999999998,6.084666,1.051762,0.990224,11.387257,5.454108,2.79197,2.4326190000000003,3.6878089999999997,4.406919,1.170126,4.486957,5.902678000000001,9.127775,4.205212,2.5935970000000004,5.023068,0.8137389999999999,1.5743329999999998,0.980613,0.980613,7.622159000000001,7.622159000000001,17.833419,6.3215780000000015,0.669512,10.730267999999999,3.252735,2.683528,11.782752,0.977341,3.3427580000000003,0.696034,4.738708,16.561113000000002,0.638269,1.662834,0.534066,5.8117,4.452719999999999,1.88235,4.755617999999999,0.4956330000000001
1987,0.5393089999999999,4.015264,2.342355,3.437103,27.777158,3.26048,3.247291,0.636947,11.997283,6.208467,1.067918,0.9849969999999999,11.391178,5.473012000000001,2.767011,2.4453669999999996,3.683329,4.3441480000000015,1.1845739999999998,4.565557,5.9352040000000015,9.187481,4.235136,2.588545,5.056696,0.805063,1.566547,1.023376,1.023376,7.670741999999999,7.670741999999999,17.868848000000003,6.4037,0.6611360000000001,10.76009,3.210122,2.700991,11.810866000000004,0.989604,3.3805059999999996,0.6960360000000001,4.782927,16.621791,0.63693,1.678119,0.5402669999999999,5.932268,4.531901,1.8575849999999998,4.777919,0.476965
1988,0.5419830000000001,4.023844,2.3426560000000003,3.535183,28.464249,3.262281,3.271953,0.6476219999999999,12.306395,6.316142,1.079828,0.985664,11.390183,5.4917349999999985,2.7683880000000003,2.461996,3.679999000000001,4.288863,1.20384,4.657904,5.979982,9.217998,4.296166,2.5803520000000004,5.081736,0.8002020000000001,1.571477,1.075022,1.075022,7.712333,7.712333,17.941308999999997,6.480594,0.655331,10.798552,3.167057,2.7412970000000003,11.845752,0.996408,3.412096,0.6981649999999999,4.822437,16.667022,0.630432,1.689372,0.549763,6.0369090000000005,4.639893,1.8302150000000001,4.822388,0.46510100000000004
1989,0.5471590000000001,4.030222,2.3463579999999995,3.622185,29.218164,3.275818,3.283403,0.658273,12.637715,6.411099,1.094588,0.994416,11.409782,5.5236930000000015,2.7705919999999997,2.472849,3.677306,4.252894,1.219961,4.727301000000001,6.015478,9.253295,4.338057,2.574269,5.09583,0.7996360000000001,1.574864,1.137382,1.137382,7.726089,7.726089,17.983086,6.565459,0.646351,10.829216999999998,3.150307,2.790575,11.865996,1.000666,3.456775,0.696701,4.854444,16.806735,0.6241680000000001,1.705864,0.557707,6.120246,4.746316,1.806568,4.856574,0.458374
1990,0.5531200000000001,4.048508,2.354343,3.679056,29.950111,3.303862,3.2890559999999995,0.669063,13.018365,6.506531,1.112703,1.011882,11.446979,5.555097,2.7797690000000004,2.480683,3.6925839999999996,4.2191790000000005,1.231296,4.797431,6.018664,9.310462,4.387282999999999,2.577426,5.12637,0.799824,1.5806639999999998,1.2186290000000002,1.2186290000000002,7.757158,7.757158,18.002855,6.656986999999999,0.637364,10.861837,3.147105,2.858547,11.895604,1.004649,3.4990639999999997,0.6966669999999999,4.890626,17.044714000000003,0.6038140000000001,1.7297220000000002,0.564526,6.213526,4.90078,1.7924810000000002,4.902265000000001,0.453401
1991,0.5692729999999999,4.091025,2.3706660000000004,3.762394,30.414114,3.3675669999999998,3.28864,0.680495,13.289497,6.6212789999999995,1.131412,1.038915,11.535973,5.602062,2.791227,2.495209,3.714686,4.24095,1.235439,4.8561760000000005,5.998651999999999,9.395022,4.427429,2.59123,5.157769999999999,0.807837,1.590805,1.285046,1.285046,7.784269,7.784269,18.029532,6.748135,0.6341990000000001,10.933683,3.166471,2.918745,11.94316,1.00399,3.55947,0.7014450000000001,4.946885999999999,17.339903999999994,0.5932390000000001,1.771941,0.567141,6.283853,5.0134430000000005,1.798212,4.952675,0.457739
1992,0.587073,4.1392690000000005,2.394098,3.8673330000000004,30.87592,3.459995,3.2749970000000004,0.6901579999999999,13.504775,6.759474000000001,1.1499260000000002,1.06649,11.635197,5.648649000000002,2.806923,2.526042,3.756358,4.270849,1.2357479999999998,4.902545,5.993474,9.470322999999999,4.4715029999999985,2.610193,5.1936860000000005,0.8224360000000001,1.602406,1.330694,1.330694,7.82777,7.82777,18.082032,6.83185,0.6354270000000001,11.007609,3.2041740000000005,2.9739340000000003,11.980819,1.0005709999999999,3.600576,0.7086979999999999,5.013999,17.650479,0.584183,1.821498,0.5701149999999999,6.3833150000000005,5.139010999999999,1.805462,5.004636,0.463491
1993,0.5969930000000001,4.1931140000000005,2.423743,3.99339,31.147208000000003,3.5608839999999997,3.272325,0.6994750000000001,13.713593,6.894092,1.161508,1.1012039999999998,11.725984,5.701965,2.820525,2.547605,3.7922879999999997,4.284749,1.238256,4.9425040000000005,6.010884,9.52924,4.521709,2.635574,5.237757,0.8398760000000001,1.6121489999999998,1.380197,1.380197,7.874891000000001,7.874891000000001,18.140894,6.947411999999999,0.637229,11.070385,3.228829,3.0344900000000004,12.022128,0.9978520000000001,3.634507,0.7162580000000001,5.085666000000001,17.996764000000002,0.576358,1.875993,0.5740040000000001,6.4647950000000005,5.2477040000000015,1.816179,5.0553180000000015,0.469033
1994,0.6006239999999999,4.232965,2.450605,4.1475610000000005,31.317179,3.65391,3.268346,0.7084159999999999,13.961798000000002,7.0459,1.1739030000000001,1.1354589999999998,11.804986,5.7456260000000015,2.829422,2.569118,3.823215,4.3065,1.237687,4.985411,6.031352,9.584481,4.566028,2.66345,5.281206,0.854923,1.6215510000000002,1.456388,1.456388,7.918795999999999,7.918795999999999,18.156652,7.060959,0.6397619999999999,11.111450999999999,3.2461189999999998,3.0871420000000005,12.042545,0.9934120000000001,3.666456,0.723038,5.163016000000001,18.338319,0.564982,1.930436,0.5789,6.536771,5.334896,1.8184900000000002,5.095504,0.474982
1995,0.601345,4.262731,2.480121,4.306907999999999,31.493525,3.738061,3.2652930000000002,0.7182649999999999,14.185402999999999,7.188538,1.18049,1.165,11.884935,5.791819,2.8408599999999997,2.5869419999999996,3.8552480000000005,4.327978,1.2374379999999998,5.02365,6.062335,9.659871,4.605445,2.690788,5.32461,0.8685219999999999,1.635142,1.525777,1.525777,7.965522999999999,7.965522999999999,18.150928,7.185403,0.641548,11.155493,3.265547,3.141421,12.04478,0.989203,3.699943,0.7282510000000001,5.241168,18.679706000000003,0.5512729999999999,1.976774,0.5828270000000001,6.601392,5.431024000000002,1.82056,5.137004,0.478447
1996,0.6049180000000001,4.2904029999999995,2.504858,4.432308,31.780829,3.8127160000000004,3.26703,0.72709,14.426910999999999,7.332225,1.184434,1.1877060000000002,11.953003,5.834908,2.848473,2.598266,3.8810510000000003,4.338763,1.2414360000000002,5.057142,6.085393,9.739184000000002,4.647723,2.709925,5.3678880000000015,0.8766560000000001,1.647657,1.596476,1.596476,8.009624,8.009624,18.143805,7.307658,0.642858,11.187032,3.2896339999999995,3.195087,12.038008,0.987858,3.738974,0.730699,5.313576,19.00624,0.538273,2.022253,0.5863520000000001,6.665491,5.509963000000001,1.8189830000000002,5.1738279999999985,0.48008500000000004
1997,0.608846,4.320281,2.524007,4.552207,32.217708,3.891293,3.268514,0.7350239999999999,14.68335,7.486094,1.189322,1.210638,12.011508999999998,5.87237,2.854396,2.616339,3.9078160000000004,4.35139,1.245215,5.092914,6.115475999999999,9.78545,4.6877260000000005,2.7318259999999994,5.407113000000002,0.878706,1.6560420000000002,1.6755810000000002,1.6755810000000002,8.054178,8.054178,18.143184,7.428672,0.6409450000000001,11.212498,3.314259,3.2432540000000003,12.015888,0.986966,3.7900660000000004,0.730855,5.378433000000001,19.355427,0.528752,2.065397,0.588665,6.7328779999999995,5.604105000000001,1.8155880000000002,5.200234999999998,0.48003100000000004
1998,0.615205,4.351037,2.538202,4.6672769999999995,32.682794,3.9689669999999997,3.272563,0.744066,14.90823,7.636522,1.190472,1.230923,12.069774,5.907616999999999,2.861025,2.638667,3.93431,4.362758,1.2475539999999998,5.130072,6.144406999999998,9.820231,4.726411,2.7513349999999996,5.437562000000001,0.879533,1.660772,1.743772,1.743772,8.095542,8.095542,18.159175,7.545828,0.637808,11.237752,3.3394779999999997,3.282055,12.002329,0.987704,3.839578,0.730789,5.432679,19.712389,0.5214260000000001,2.100562,0.5905790000000001,6.789225,5.6878319999999984,1.8116880000000002,5.222124,0.480045
1999,0.6195,4.369862,2.551373,4.778332000000002,33.145121,4.056133,3.282031,0.753538,15.111244000000001,7.788239999999999,1.185497,1.2517,12.12837,5.942901,2.869413,2.654052,3.960825,4.372035,1.25304,5.171634,6.175169,9.863775,4.7755079999999985,2.7686189999999997,5.468338000000001,0.8827790000000001,1.6660279999999998,1.8092529999999998,1.8092529999999998,8.143412,8.143412,18.196601,7.650789,0.633666,11.256654,3.3580440000000005,3.3161540000000005,11.994016000000002,0.990819,3.885736,0.733133,5.483535,20.044141,0.519,2.129836,0.5937399999999999,6.872912,5.756361,1.806928,5.250446,0.47960200000000003
